"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043297","apical junction assembly","40/6369","83/18860",0.481927710843373,1.42709320560622,2.78448547065144,0.00450304406143449,0.0278622253040464,0.0202250649200905,"SNAI2/CLDN18/DLG1/GRHL2/WNT11/TJP1/IL17A/CLDN16/ECT2/SNAI1/POF1B/RAMP2/DSG3/CLDN10/ACVRL1/MARVELD3/NPHP1/ESAM/DLG5/CLDN17/CLDN8/CLDN14/FZD5/CLDN1/CLDN19/MICALL2/CLDN2/FRMPD2/CLDN20/CDH5/GPBAR1/CLDN5/CLDN6/FBF1/OCLN/MYO1C/CLDN25/CLDN23/PECAM1/GDF2",40
"GO:0001905","activation of membrane attack complex","11/6369","16/18860",0.6875,2.03583765112263,2.95979401034769,0.00451546558107237,0.0278622253040464,0.0202250649200905,"MASP2/CD59/FCN1/CLU/C3/MASP1/FCN3/MBL2/C2/CR1/C4A",11
"GO:0002468","dendritic cell antigen processing and presentation","11/6369","16/18860",0.6875,2.03583765112263,2.95979401034769,0.00451546558107237,0.0278622253040464,0.0202250649200905,"SLC11A1/CD74/NOD1/CLEC4A/FGL2/CD68/CCL21/THBS1/HLA-DRB1/MPEG1/HLA-DRA",11
"GO:0007210","serotonin receptor signaling pathway","11/6369","16/18860",0.6875,2.03583765112263,2.95979401034769,0.00451546558107237,0.0278622253040464,0.0202250649200905,"CHRNA10/HTR2C/HTR7/HTR3B/HTR6/HTR3A/ADCY6/CHRNA9/HTR3C/HTR1A/HTR3E",11
"GO:0007638","mechanosensory behavior","11/6369","16/18860",0.6875,2.03583765112263,2.95979401034769,0.00451546558107237,0.0278622253040464,0.0202250649200905,"ETV1/NRXN2/KIAA0319/STRA6/DRD2/STRBP/CNTNAP2/NRXN1/NEUROG1/SLITRK6/SHANK3",11
"GO:0030174","regulation of DNA-templated DNA replication initiation","11/6369","16/18860",0.6875,2.03583765112263,2.95979401034769,0.00451546558107237,0.0278622253040464,0.0202250649200905,"MCM2/MCM6/MCM5/MCM4/MCM3/GMNN/TICRR/MCM7/CDT1/GMNC/MCIDAS",11
"GO:0032354","response to follicle-stimulating hormone","11/6369","16/18860",0.6875,2.03583765112263,2.95979401034769,0.00451546558107237,0.0278622253040464,0.0202250649200905,"GCLC/GCLM/TGFBR3/EPHA8/EDN1/GATA1/GHSR/SRD5A1/EDNRA/FSHR/SRD5A2",11
"GO:0038065","collagen-activated signaling pathway","11/6369","16/18860",0.6875,2.03583765112263,2.95979401034769,0.00451546558107237,0.0278622253040464,0.0202250649200905,"GP6/COL1A1/ITGA11/UBASH3B/DDR2/ITGA2/COL4A3/OSCAR/COL4A5/COL4A6/DDR1",11
"GO:0048934","peripheral nervous system neuron differentiation","11/6369","16/18860",0.6875,2.03583765112263,2.95979401034769,0.00451546558107237,0.0278622253040464,0.0202250649200905,"ETV1/ISL1/NEFH/ONECUT2/HOXD9/HOXD10/ASCL1/NTRK2/POU4F1/ISL2/HAND2",11
"GO:0060026","convergent extension","11/6369","16/18860",0.6875,2.03583765112263,2.95979401034769,0.00451546558107237,0.0278622253040464,0.0202250649200905,"WNT11/SFRP1/WNT5B/WNT5A/TRIM28/NKD1/SFRP2/VANGL2/FRZB/MESP1/LBX2",11
"GO:0070943","neutrophil-mediated killing of symbiont cell","11/6369","16/18860",0.6875,2.03583765112263,2.95979401034769,0.00451546558107237,0.0278622253040464,0.0202250649200905,"CTSG/DAO/POMC/TREM1/CXCL6/NCF1/F2RL1/SCNN1B/AZU1/F2/ELANE",11
"GO:0072077","renal vesicle morphogenesis","11/6369","16/18860",0.6875,2.03583765112263,2.95979401034769,0.00451546558107237,0.0278622253040464,0.0202250649200905,"PAX2/SALL1/SOX9/LIF/SMO/WNT4/KIF26B/GREM1/GDNF/SIX2/LHX1",11
"GO:0141163","positive regulation of cAMP/PKA signal transduction","11/6369","16/18860",0.6875,2.03583765112263,2.95979401034769,0.00451546558107237,0.0278622253040464,0.0202250649200905,"SCT/ADCYAP1R1/GHRH/IAPP/RAMP3/ADCYAP1/VIP/CRH/ADRB2/ADIPOQ/MIF",11
"GO:1904936","interneuron migration","11/6369","16/18860",0.6875,2.03583765112263,2.95979401034769,0.00451546558107237,0.0278622253040464,0.0202250649200905,"EVX1/LHX6/FEZF1/NKX2-1/DRD2/FEZF2/FAT3/SOX1/CNTN2/DRD1/RELN",11
"GO:2001212","regulation of vasculogenesis","11/6369","16/18860",0.6875,2.03583765112263,2.95979401034769,0.00451546558107237,0.0278622253040464,0.0202250649200905,"ASB4/RAPGEF2/RAP1A/RRAS/KDR/RAMP2/ADM/HEY1/TMEM100/CD34/EMP2",11
"GO:0042102","positive regulation of T cell proliferation","50/6369","108/18860",0.462962962962963,1.37093444520042,2.76046086889281,0.00455872755787514,0.0281018059671739,0.0203989754535269,"CD4/FOXP3/PRKCQ/TFRC/PTPRC/DHPS/IL12RB1/CD40LG/IL2/CD81/IL23A/CD86/HES1/HHLA2/IL1A/IGFBP2/NR5A2/ZP4/TNFSF4/CCR2/SASH3/NCKAP1L/IL1B/CD70/STAT5A/EPO/LILRB2/VTCN1/IL6ST/HAVCR2/IL6/IL21/SLC7A1/XCL1/TNFRSF13C/TGFBR2/IGF2/FADD/LEP/ZP3/CD55/SPN/CARD11/AGER/AIF1/HLA-E/HLA-DPB1/HLA-DPA1/HLA-DMB/CD24",50
"GO:0043266","regulation of potassium ion transport","44/6369","93/18860",0.473118279569892,1.40100655561127,2.76816434375969,0.0045995510896113,0.0282194361752293,0.0204843626962372,"FHL1/KCNG1/NEDD4L/KCNQ1/KCNH2/KCNAB2/ABCC9/GAL/ATP1B3/DLG1/ACTN2/KCNN2/OPRK1/TREM2/KCNN4/CAV1/GCK/CASQ2/WNK4/KCNC1/ATP1B2/DPP6/ANK2/DRD2/AKAP6/CACNA1D/LRRC38/LRRC52/NOS3/KCNC2/KCNAB1/KCNG3/DPP10/ANO6/KCNE1/AMIGO1/KCNIP1/CAV3/DRD1/KCNIP4/KEL/WWP2/KCNRG/VAMP2",44
"GO:0001974","blood vessel remodeling","28/6369","54/18860",0.518518518518518,1.53544657862447,2.81359227180917,0.00460104064614104,0.0282194361752293,0.0204843626962372,"BAK1/FLT4/FGF10/MEF2C/TGFB2/JAG1/CST3/FGF8/HRG/EPAS1/CCR2/DBH/NDP/LIF/DLL4/CRB1/ACVRL1/RSPO3/EDNRA/ACE/CBS/LOC102724560/NPPC/NOS3/AXL/AGTR2/BMPR2/MIR27B",28
"GO:0010810","regulation of cell-substrate adhesion","97/6369","230/18860",0.421739130434783,1.24886167373214,2.71151404767724,0.00460140898420215,0.0282194361752293,0.0204843626962372,"CX3CL1/MYOC/GPM6B/ARHGAP6/PKP2/LIMCH1/LIMS2/FERMT2/COL16A1/CEACAM6/CASS4/UNC13D/NRP1/PDGFB/FERMT1/JAG1/OLFM4/FOXF1/CORO2B/SFRP1/CDK6/ECM2/SPOCK2/C1QBP/COL1A1/VTN/BST1/MDK/NEDD9/HRG/RNF7/EPB41L5/APOA1/ONECUT2/TEK/NPY/PLAU/PREX1/SDC4/RRAS/HTN1/MACF1/KDR/CCL25/POSTN/CD36/TLN1/CCL21/THBS1/LEF1/ACVRL1/CCN1/EPHA1/CASK/CDKN2A/PTPRO/SPOCK1/DMP1/UTRN/DAB2/ABI3BP/FZD7/MMP14/COL26A1/PLPP3/WNT4/MELTF/RELL2/DLC1/HACD1/ILK/GREM1/FAM107A/NPNT/RAC3/ONECUT1/SEMA3E/PKHD1/HAS2/PRKCE/FGG/FGA/FGB/RHOD/NDNF/PEAK1/JUP/FZD4/RCC2/MYADM/TACSTD2/CSF1/SPRY4/DDR1/VIT/EMP2/MMP12",97
"GO:1990868","response to chemokine","46/6369","98/18860",0.469387755102041,1.38995965790932,2.76369112112986,0.00460709115362375,0.0282194361752293,0.0204843626962372,"CX3CL1/CCL26/RIPOR1/EDN1/TREM2/CCL24/DOCK8/CXCL12/CCL7/CCL2/SH2B3/RIPOR2/CCR6/DUSP1/CCRL2/CCR2/CXCL6/STAT5A/ACKR4/CCL25/ENTREP1/LRCH1/CCL21/XCL1/GPR17/ACKR3/SLIT2/CXCL13/TFF2/CXCR1/CCR1/CX3CR1/CXCL10/CCR9/CMKLR1/CXCR2/CCL13/SLIT3/ACKR1/CCL23/CCL16/CCL4/CCL18/CCL15/CCL14/CCL3",46
"GO:1990869","cellular response to chemokine","46/6369","98/18860",0.469387755102041,1.38995965790932,2.76369112112986,0.00460709115362375,0.0282194361752293,0.0204843626962372,"CX3CL1/CCL26/RIPOR1/EDN1/TREM2/CCL24/DOCK8/CXCL12/CCL7/CCL2/SH2B3/RIPOR2/CCR6/DUSP1/CCRL2/CCR2/CXCL6/STAT5A/ACKR4/CCL25/ENTREP1/LRCH1/CCL21/XCL1/GPR17/ACKR3/SLIT2/CXCL13/TFF2/CXCR1/CCR1/CX3CR1/CXCL10/CCR9/CMKLR1/CXCR2/CCL13/SLIT3/ACKR1/CCL23/CCL16/CCL4/CCL18/CCL15/CCL14/CCL3",46
"GO:0015850","organic hydroxy compound transport","121/6369","294/18860",0.41156462585034,1.21873274352919,2.6991352247249,0.00460812572582467,0.0282194361752293,0.0204843626962372,"CFTR/SYT7/NR1H4/NPC1L1/ABCC2/MSR1/GPM6B/KCNQ1/SYT1/GAL/DRD4/PLA2G10/ACACB/OPRK1/CETP/TREM2/SLC16A8/CHGA/NFKBIA/OXT/SLC6A2/AQP9/LILRB1/CAV1/STX1A/CXCL12/LIPA/P2RX1/SLC6A4/APOA5/SLCO1B3/SLC22A2/GNAT1/POMC/KDM5B/STX12/APOA1/MYB/SPP1/ECRG4/NPC2/FLVCR2/CLU/ABCC11/GHSR/LRP1/SLC10A2/WNK4/SLC44A2/LDLR/APOC1/PPARG/SYT11/SYT4/SLCO1B1/CD36/SLC19A3/SLCO2B1/STRA6/CYP19A1/RBP4/EGF/SLCO1C1/ABCA8/REN/ABCG8/ABCA12/AGTR1/SLC10A6/VIP/SLC22A3/CHRNA6/STAR/CRH/SLC5A12/DRD2/DAB2/BMP6/SLC16A1/KCNB1/SLC5A11/FCER1G/APOA2/CHRNB2/FLVCR1/NAXE/SLC51A/SLC29A4/AQP7/SLC18A2/GALR1/AQP2/ABCA3/GDNF/RAB3B/KCNK9/P2RY1/STARD5/AQP11/HTR1A/ABCA13/ADIPOQ/TSKU/DRD1/CHRM5/FFAR3/SLC51B/AKR1C1/SLC18A3/NMB/AKR1C4/ABCA4/CES1/TGM2/MIR27B/SLC26A6/AQP1/YJEFN3/SLC5A8/ADRA2B/MIR145",121
"GO:0002691","regulation of cellular extravasation","22/6369","40/18860",0.55,1.6286701208981,2.84210001269189,0.00461343472897863,0.0282194361752293,0.0204843626962372,"SELE/ICAM1/CXCL12/BST1/MDK/RIPOR2/IL1R1/CCR2/XG/RIPK3/CCL25/LYVE1/CCL21/JAM3/FADD/PTGER4/FUT9/SELP/CHST2/CD47/ELANE/AGER",22
"GO:0030513","positive regulation of BMP signaling pathway","22/6369","40/18860",0.55,1.6286701208981,2.84210001269189,0.00461343472897863,0.0282194361752293,0.0204843626962372,"ZNF423/ENG/HES1/MSX2/GDF5/KDR/KCP/GATA4/SULF1/ACVRL1/ARK2C/CCN1/SCUBE3/TBX20/ELAPOR2/ILK/UBE2O/SOX11/CDH5/HES5/FOXD1/GDF2",22
"GO:0002237","response to molecule of bacterial origin","151/6369","375/18860",0.402666666666667,1.19238394305752,2.68702111143945,0.00462876877956079,0.028279711820477,0.0205281165179413,"MPO/CX3CL1/TBXA2R/NOS2/SELE/BTK/FMO1/NR1H4/SLC11A1/CPS1/VIM/TNFRSF1B/FOXP3/TNIP3/SPI1/FGF10/EDN1/CXCL2/MEF2C/IL12RB2/OPRK1/ABCB1/P2RX7/IRAK3/TREM2/CSF2RB/CTSG/NFKBIA/MMP9/HCK/E2F1/BPI/GATA1/ACP5/SLC7A5/LILRB1/CARD8/CSF3/CCL2/PF4V1/IL10RA/CYP27B1/SASH1/LY86/CD86/WNT5A/PLSCR4/FOXP1/IL1A/KMO/GBP3/TNFSF4/MMP8/KCNJ8/GJB6/GHSR/PTGFR/NR4A1/SLPI/CXCL6/PTGER2/IL1B/IL37/ZFP36/LOXL1/CD68/LBP/EPO/JUND/AKAP12/LILRB2/RARA/EPHB2/HMGCS2/PTPN22/HAVCR2/CD36/CDK4/EDNRB/IL6/IL36G/IL36A/IL36RN/IL36B/IL1F10/TLR4/TLR2/SMAD6/CYP1A1/IRF8/S100A8/S100A7/REN/NFKBIZ/LCN2/ANKRD1/SCGB1A1/MMP3/BMP6/CXCL13/PTGIR/SCIMP/ALPL/NLRP3/IL24/FZD5/CLDN1/INAVA/CXCL5/PPBP/PF4/CAMP/HMGB2/HPGD/CSF2/NOS3/C2/B2M/AXL/NLRP7/CX3CR1/IL13/CXCL10/PTAFR/FOS/PRKCE/TRIB1/SELP/THBD/SSC5D/NQO1/PENK/IRAK1/PDE4B/FCAR/PALM3/LCN10/S100A14/CD55/HDAC2/ARID5A/SLC22A4/C5AR1/ELANE/CARD16/DIO2/C4B/LILRA2/MIF/MRC1/CD24",151
"GO:0048588","developmental cell growth","100/6369","238/18860",0.420168067226891,1.2442094124508,2.70728555866361,0.00463404504789158,0.028279711820477,0.0205281165179413,"SEMA3F/CDKL5/SEMA3G/CDH1/RTN4R/NEDD4L/FSTL4/CYFIP2/NTN1/DIP2B/PRKCZ/SYT1/MAP3K13/SPAG6/EDN1/SEMA5B/MT3/AURKA/NRCAM/NRP1/CPNE6/SMAD7/CACNG7/MAG/COBL/LHX2/SH3GL2/CXCL12/WNT3/RND2/RASAL1/WASF1/SEMA5A/WNT5A/FOXP1/TNR/RGS2/SPP1/BCL11A/ADRA1A/SOX9/FLRT3/FLRT1/EDN2/MACF1/UNC13A/OLFM1/MAP1B/SYT4/POSTN/EPHA7/EMX1/GATA4/KIAA0319/PAK6/PRICKLE1/NTRK3/ST8SIA2/BARHL2/ADCY10/CRABP2/SYT2/CPNE9/TMEM108/SLIT2/SLC39A12/PAK1/AKAP6/POU4F2/EDNRA/WNT3A/SORBS2/GAREM2/G6PD/DRAXIN/TGFBR2/NKX6-1/PI16/DCAF13/ZEB2/LPAR3/LAMB2/RARG/RIMS2/BDNF/SLITRK1/RGMA/CAV3/FOXL2/SLIT3/PRKG1/MAPT/TRPV2/COL14A1/OSTN/L1CAM/BMPR2/DDR1/CPNE1/PLXNA4",100
"GO:0022029","telencephalon cell migration","33/6369","66/18860",0.5,1.48060920081645,2.79287042906485,0.00463667675263935,0.028279711820477,0.0205281165179413,"FYN/LHX6/CXCL12/NR2E1/RNF7/TNR/NKX2-1/SLIT2/EGFR/DRD2/DIXDC1/FEZF2/LRP8/HTR6/CCDC141/BMERB1/COL3A1/P2RY12/CDK5R2/SRGAP2C/FOXB1/DAB1/FBXO45/FOXG1/CDK5R1/CNTN2/POU3F2/DRD1/NRG3/LRRK2/RELN/POU3F3/ADGRG1",33
"GO:0001504","neurotransmitter uptake","25/6369","47/18860",0.531914893617021,1.57511617108133,2.81884912170891,0.00470397921122704,0.028539456559642,0.0207166640641239,"SLC6A13/ATP1A2/GPM6B/DRD4/SLC6A2/SLC1A6/SLC6A4/SLC6A12/SLC38A1/SLC22A2/SYNGR3/GFAP/SLC6A11/SLC22A3/DRD2/SLC6A1/SLC1A7/SLC29A4/SLC18A2/GDNF/RAB3B/KCNJ10/SLC17A8/DRD1/SLC18A3",25
"GO:0003094","glomerular filtration","18/6369","31/18860",0.580645161290323,1.71941713643201,2.86249243877059,0.00470628564065423,0.028539456559642,0.0207166640641239,"ADGRF5/MCAM/EDN1/PDGFB/CORO2B/NPHS2/SULF1/PTPRO/EDNRA/F2RL1/TMEM63C/CD34/GAS6/SULF2/EMP2/IGKV3-20/AQP1/GJA5",18
"GO:0007588","excretion","18/6369","31/18860",0.580645161290323,1.71941713643201,2.86249243877059,0.00470628564065423,0.028539456559642,0.0207166640641239,"EDN1/LIPA/NHERF1/MDK/ATP6V1B1/CHRNB4/ABCG2/NPPB/SPX/EDNRB/AGTR1/CORIN/DRD2/CHRNB2/NPR1/CHRNA7/NPSR1/CLN3",18
"GO:0021602","cranial nerve morphogenesis","18/6369","31/18860",0.580645161290323,1.71941713643201,2.86249243877059,0.00470628564065423,0.028539456559642,0.0207166640641239,"SEMA3F/PAX2/NRP1/HOXA1/HOXB1/EGR2/SIX1/HOXD3/EPHB2/TFAP2A/EPHB1/CHRNB2/CITED2/PHOX2A/NEUROG1/TBX1/ADARB1/PLXNA4",18
"GO:0060402","calcium ion transport into cytosol","18/6369","31/18860",0.580645161290323,1.71941713643201,2.86249243877059,0.00470628564065423,0.028539456559642,0.0207166640641239,"CD4/BAK1/ADCYAP1R1/P2RX7/JPH4/SLC8A3/CAV1/EPO/TRPC3/JPH2/CACNA1C/CACNA2D1/JPH3/PLA2G1B/GRIN1/SLC8A1/P2RX2/RYR2",18
"GO:2000191","regulation of fatty acid transport","18/6369","31/18860",0.580645161290323,1.71941713643201,2.86249243877059,0.00470628564065423,0.028539456559642,0.0207166640641239,"ACSL4/PLA2G10/EDN1/P2RX7/NTSR1/OXT/TNFSF11/FABP3/IL1B/THBS1/PTGES/ACSL1/PLA2R1/ERFE/CYP4F2/CYP4A11/ACSL5/MIF",18
"GO:0035296","regulation of tube diameter","71/6369","162/18860",0.438271604938272,1.2978179414564,2.71836104188427,0.00476566589350224,0.0288443407517896,0.0209379781376412,"GCLC/TBXA2R/ATP1A2/CPS1/GCLM/ADRB1/TBXAS1/ABCC9/IRAG1/EDN1/CAV1/P2RX1/SLC6A4/GAB1/KAT2B/RGS2/ADRA1A/NPPB/KCNJ8/DBH/AVPR2/EDN2/KLF2/DOCK4/KCNA5/NTS/MTNR1B/EDNRB/REN/ITGA9/AGTR1/HTR7/ADM/EDNRA/ACE/CBS/LOC102724560/NPPC/GUCY1A1/F2RL1/GPER1/NOS3/SVEP1/VSTM4/SERPINF2/SCNN1B/ADRB2/NPR1/P2RY1/ADRA1B/ADORA2B/APLN/FGG/FGA/FGB/ADRA1D/ADCY6/LEP/HTR1A/HTR1D/AGTR2/SLC8A1/DRD1/PRKG1/KEL/BMPR2/ITGA1/HBB/PECAM1/GJA5/ADRA2B",71
"GO:0097746","blood vessel diameter maintenance","71/6369","162/18860",0.438271604938272,1.2978179414564,2.71836104188427,0.00476566589350224,0.0288443407517896,0.0209379781376412,"GCLC/TBXA2R/ATP1A2/CPS1/GCLM/ADRB1/TBXAS1/ABCC9/IRAG1/EDN1/CAV1/P2RX1/SLC6A4/GAB1/KAT2B/RGS2/ADRA1A/NPPB/KCNJ8/DBH/AVPR2/EDN2/KLF2/DOCK4/KCNA5/NTS/MTNR1B/EDNRB/REN/ITGA9/AGTR1/HTR7/ADM/EDNRA/ACE/CBS/LOC102724560/NPPC/GUCY1A1/F2RL1/GPER1/NOS3/SVEP1/VSTM4/SERPINF2/SCNN1B/ADRB2/NPR1/P2RY1/ADRA1B/ADORA2B/APLN/FGG/FGA/FGB/ADRA1D/ADCY6/LEP/HTR1A/HTR1D/AGTR2/SLC8A1/DRD1/PRKG1/KEL/BMPR2/ITGA1/HBB/PECAM1/GJA5/ADRA2B",71
"GO:0045446","endothelial cell differentiation","57/6369","126/18860",0.452380952380952,1.3395988007387,2.73106799622937,0.00480608042511693,0.0290611943263034,0.0210953911789484,"TNMD/DSG2/FOXP3/TIE1/RAPGEF3/ICAM1/NRP1/JAG1/PPP1R16B/TJP1/TJP3/HOXA13/LIPA/RAPGEF2/PDE4D/AMOTL2/ARHGEF26/PROC/RAP1A/NDP/IL1B/KDR/BARX1/KDM6B/GSTM3/EDNRB/RDX/ACVRL1/MSN/ZEB1/MAGI1/EDNRA/BMP6/ROBO4/SCUBE1/CLDN1/F2RL1/HEY1/SOX17/TMEM100/MESP1/ATOH8/S1PR1/HEG1/FZD4/APOLD1/CDH5/MYADM/CLDN5/PDE2A/SOX18/BMPR2/NOTCH4/SETSIP/PECAM1/GDF2/S1PR2",57
"GO:0001755","neural crest cell migration","30/6369","59/18860",0.508474576271186,1.50570427201673,2.77797609383134,0.00496562371284167,0.0299687213983597,0.0217541610276873,"SEMA3F/SEMA3G/SEMA3B/ISL1/EDN1/SEMA5B/NRP1/SOX10/BMP7/PHOX2B/FOLR1/SEMA5A/TWIST1/SMO/EDNRB/EDNRA/RADIL/FGF19/PITX2/HAND2/RET/SEMA6B/GBX2/GDNF/ZEB2/SEMA3E/NRTN/ERBB4/TBX1/SEMA4B",30
"GO:0031297","replication fork processing","30/6369","59/18860",0.508474576271186,1.50570427201673,2.77797609383134,0.00496562371284167,0.0299687213983597,0.0217541610276873,"BRCA1/DDX11/RAD51/POLQ/HLTF/TIPIN/SAMHD1/RBBP8/TIMELESS/ZRANB3/PCNA/DNA2/BARD1/BRCA2/CARM1/PARP1/MMS22L/EME1/DONSON/TONSL/RFWD3/CENPX/CDK1/EXO1/ATR/GEN1/TRAIP/KMT5A/BLM/PRKDC",30
"GO:0033627","cell adhesion mediated by integrin","37/6369","76/18860",0.486842105263158,1.44164580079497,2.75475647387229,0.00498808372243175,0.030047040445865,0.0218110124745115,"SNAI2/EPHA8/COL16A1/ICAM1/TGFB2/FERMT1/PIK3CG/ITGB8/VTN/LPXN/HRG/PLAU/NCKAP1L/LIF/PODXL/EMILIN2/ITGB4/CCL21/ITGA11/MMRN1/SFRP2/FERMT3/PDE3B/CXCL13/ITGB2/PLPP3/ITGA2/RET/JAM3/NPNT/P2RY12/RAC3/MUC1/FYB2/ADA/DPP4/ITGBL1",37
"GO:0072078","nephron tubule morphogenesis","37/6369","76/18860",0.486842105263158,1.44164580079497,2.75475647387229,0.00498808372243175,0.030047040445865,0.0218110124745115,"HOXA11/DLG1/PAX2/WNT11/SIX4/SALL1/FGF8/HES1/WNT6/TCF21/SOX9/BMP2/WNK4/SIX1/SMO/HOXD11/FGF2/GREB1L/OSR1/HS3ST3A1/WNT4/KIF26B/ILK/DCHS1/GREM1/GDNF/NPNT/IRX2/SIX2/AGTR2/TACSTD2/HES5/LGR4/FOXD1/HOXB7/LHX1/HNF1B",37
"GO:0050953","sensory perception of light stimulus","96/6369","228/18860",0.421052631578947,1.24682880068754,2.6775024031103,0.00507007861768349,0.0305119546061351,0.0221484915872213,"USH1C/PAX6/USH2A/ZIC2/LAMC3/COL11A1/CDH3/MYO9A/CNGB1/MYO3B/PAX2/RDH8/SEMA5B/ABCC6/MYO3A/CRYBB3/TIMP3/VSX1/GPR143/RS1/RP1/POU6F2/COL1A1/RCVRN/UNC119/WFS1/TULP1/NR2E1/CLIC5/GRK7/GNAT1/REEP6/EFEMP1/EPAS1/VAX2/RPE65/VSX2/SFRP5/RDH10/LRAT/GJA3/NDP/OPN5/CRYGN/DLL4/AIPL1/PDE6A/CRB1/RAX/SIX3/RBP4/GUCA1C/COL2A1/RDH12/RGS16/HMCN1/CYP4V2/RGR/PCDH15/RPGR/CHRNB2/CRYBA2/CLDN19/SLC45A2/CACNB2/SLC38A8/BEST1/SOX14/KCNK9/FAM161A/CNGB3/BFSP2/LAMB2/CABP4/KCNJ10/PCARE/TH/USH1G/CACNB4/TACSTD2/SIX6/SLITRK6/RGS9BP/LYPD6/EYS/LCTL/CNGA1/RD3/ABCA4/OPA1/RORB/DNAJC19/GNAT3/ELFN1/RBP3/NR2E3",96
"GO:0061333","renal tubule morphogenesis","39/6369","81/18860",0.481481481481481,1.42577182300844,2.74207636877456,0.00509376226449949,0.0306253998767868,0.0222308410025595,"HOXA11/DLG1/PAX2/MEF2C/WNT11/SIX4/SALL1/FGF8/HES1/WNT6/TCF21/SOX9/BMP2/WNK4/SIX1/SMO/HOXD11/FGF2/LGR5/GREB1L/OSR1/HS3ST3A1/WNT4/KIF26B/ILK/DCHS1/GREM1/GDNF/NPNT/IRX2/SIX2/AGTR2/TACSTD2/HES5/LGR4/FOXD1/HOXB7/LHX1/HNF1B",39
"GO:0042886","amide transport","137/6369","338/18860",0.405325443786982,1.20025716279204,2.65276524841956,0.0051621442795221,0.0310035460199215,0.0225053355991225,"CFTR/NOS2/BAIAP3/TFAP2B/SYT7/NR1H4/ALOX5/SLC25A39/ISL1/CD74/PTPRN/ACSL4/GAL/SCT/TRPM5/EDN1/CDH17/RAPGEF3/LRP2/OXCT1/ABCB1/SLC15A1/RAPGEF4/KCNK16/CHGA/SMPD3/ABCC1/AQP8/AQP9/TRPA1/CLEC4M/PLEKHA8/STX1A/TFR2/GCK/RAB11FIP2/NHERF1/NMU/FOLR1/FOLR3/SLC15A3/TRPV4/CERT1/PDE8B/ABCC5/GCG/GHRH/ABCG2/ECRG4/TNFSF11/GHSR/ACVR1C/PFKFB2/SOX4/IL1B/FOXA2/FFAR2/VGF/KCNA5/NR0B2/CHRM3/MTNR1B/IL6/UQCC2/MMP7/SLC5A6/RBP4/GLTP/PDX1/ADCYAP1/SLC14A1/S100A8/ABCA12/CRHBP/VIP/HTR2C/CRH/SYBU/DRD2/SIDT2/HMGA2/ABCB9/ITPR1/SLC7A11/G6PC2/DISP1/PTPRN2/SLC16A1/KCNB1/GIP/SSTR5/VSNL1/SLC15A2/SLC2A2/NKX6-1/CAMP/F2RL2/F2RL1/GPER1/AQP7/FOLR2/RAB8B/PRKCB/MC4R/MYRIP/TRH/PRKCE/APLN/FGG/FGA/FGB/GPRC6A/SLC19A1/BRSK2/LEP/RIMS2/UCN3/EXOC3L1/ABCA13/F2/RPH3AL/MAFA/BMP8A/C1QTNF12/PRKD1/RFX6/FFAR3/FFAR4/SLC38A3/CLN3/HLA-DRB1/POU3F3/SLC26A6/AQP1/TUNAR/RASL10B/HNF1B",137
"GO:0048640","negative regulation of developmental growth","47/6369","101/18860",0.465346534653465,1.37799272155195,2.71979163082819,0.00517383770369515,0.0310035460199215,0.0225053355991225,"SEMA3F/JARID2/SEMA3G/CDH1/RTN4R/ADRB1/WWC3/FSTL4/NTN1/DIP2B/FGFR3/TP73/KCNK2/MT3/TBX5/TLL2/NRP1/MAG/WNT3/SLC6A4/SEMA5A/WWC1/STC2/WNT5A/FOXP1/TNR/RGS2/SPP1/BCL11A/SOCS2/EPHA7/CGA/KIAA0319/RBP4/PAK1/WWC2/WNT3A/G6PD/DRAXIN/PI16/ADRB2/MYOZ1/RGMA/CAV3/OSTN/MIR25/MIR200B",47
"GO:0006023","aminoglycan biosynthetic process","21/6369","38/18860",0.552631578947368,1.6364628009024,2.80432465342573,0.00519520845107097,0.0310035460199215,0.0225053355991225,"HS3ST1/XYLT2/PDGFB/HAS3/SMPD3/CEMIP/HAS1/UGDH/ABCC5/HS3ST2/IL1B/GALNT5/EGF/HS3ST3A1/PXYLP1/B3GNT7/HAS2/B3GNT4/B3GNT8/B3GNT3/B3GNT6",21
"GO:0008207","C21-steroid hormone metabolic process","21/6369","38/18860",0.552631578947368,1.6364628009024,2.80432465342573,0.00519520845107097,0.0310035460199215,0.0225053355991225,"AFP/DHRS2/LHB/BMP5/CLCN2/EGR1/AKR1D1/BMP2/EDNRB/SRD5A1/CYP17A1/ADM/AKR1C2/DAB2/BMP6/WNT4/SCNN1B/AKR1C1/AKR1C3/CACNA1H/AKR1C4",21
"GO:0043268","positive regulation of potassium ion transport","21/6369","38/18860",0.552631578947368,1.6364628009024,2.80432465342573,0.00519520845107097,0.0310035460199215,0.0225053355991225,"FHL1/KCNQ1/KCNH2/GAL/ATP1B3/DLG1/ACTN2/OPRK1/TREM2/KCNN4/KCNC1/ATP1B2/ANK2/AKAP6/LRRC38/LRRC52/KCNC2/ANO6/KCNE1/AMIGO1/DRD1",21
